"R_fighter","B_fighter","R_odds","B_odds","R_ev","B_ev","date","location","country","Winner","title_bout","weight_class","gender","no_of_rounds","B_current_lose_streak","B_current_win_streak","B_draw","B_avg_SIG_STR_landed","B_avg_SIG_STR_pct","B_avg_SUB_ATT","B_avg_TD_landed","B_avg_TD_pct","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO/TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Stance","B_Height_cms","B_Reach_cms","B_Weight_lbs","R_current_lose_streak","R_current_win_streak","R_draw","R_avg_SIG_STR_landed","R_avg_SIG_STR_pct","R_avg_SUB_ATT","R_avg_TD_landed","R_avg_TD_pct","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO/TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Stance","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","B_age","lose_streak_dif","win_streak_dif","longest_win_streak_dif","win_dif","loss_dif","total_round_dif","total_title_bout_dif","ko_dif","sub_dif","height_dif","reach_dif","age_dif","sig_str_dif","avg_sub_att_dif","avg_td_dif","empty_arena","B_match_weightclass_rank","R_match_weightclass_rank","better_rank","finish","finish_details","finish_round","finish_round_time","total_fight_time_secs","R_kd_bout","B_kd_bout","R_sig_str_landed_bout","B_sig_str_landed_bout","R_sig_str_attempted_bout","B_sig_str_attempted_bout","R_sig_str_pct_bout","B_sig_str_pct_bout","R_tot_str_landed_bout","B_tot_str_landed_bout","R_tot_str_attempted_bout","B_tot_str_attempted_bout","R_td_landed_bout","B_td_landed_bout","R_td_attempted_bout","B_td_attempted_bout","R_td_pct_bout","B_td_pct_bout","R_sub_attempts_bout","B_sub_attempts_bout","R_pass_bout","B_pass_bout","R_rev_bout","B_rev_bout","isWeekend","days","month","year","class","rank"
"Amanda Nunes","Shayna Baszler",-750,525,13.33333333,525,2015-03-21,"Rio de Janeiro, Brazil","Brazil","1",FALSE,"Women's Bantamweight","FEMALE",3,1,0,0,8,0.26,1,1,0.25,0,1,2,0,0,0,0,0,0,0,0,"Orthodox",170.18,170.18,135,1,0,0,15.33333333,0.483333333,0,1.333333333,0.496666667,2,1,5,0,0,0,0,2,0,0,2,"Orthodox",172.72,175.26,145,26,34,0,0,-2,-2,0,-3,0,-2,0,-2.54,-5.08,-8,-7.33333333,1,-0.333333333,0,NA,"9","Red","KO/TKO","Kick",1,01:56:00,116,1,0,15,1,17,8,0.88,0.12,17,1,20,8,0,0,0,2,0,0,0,0,0,0,0,0,TRUE,"Saturday","Mar","2015","R_Women's Bantamweight_rank","9"
"Ronda Rousey","Cat Zingano",-660,540,15.15151515,540,2015-02-28,"Los Angeles, California, USA","USA","1",TRUE,"Women's Bantamweight","FEMALE",5,0,2,0,37.5,0.745,2,2,1,2,0,6,0,0,0,0,2,0,0,2,"Southpaw",167.64,172.72,145,0,4,0,18.75,0.65,1,2,0.6875,4,0,6,4,0,0,0,2,2,0,4,"Orthodox",170.18,172.72,135,28,32,0,-2,-2,-2,0,0,-4,0,-2,-2.54,0,-4,18.75,1,0,0,"1","0","Red","SUB","Armbar",1,00:14:00,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,TRUE,"Saturday","Feb","2015","R_Women's Bantamweight_rank","0"
"Raquel Pennington","Holly Holm",425,-550,425,18.18181818,2015-02-28,"Los Angeles, California, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Southpaw",172.72,175.26,145,0,1,0,55.66666667,0.53,1.333333333,1.333333333,0.72,1,1,7,0,0,0,1,0,1,0,2,"Orthodox",170.18,170.18,135,26,33,0,-1,-1,-2,1,-7,0,0,-1,2.54,5.08,-7,-55.66666667,-1.333333333,-1.333333333,0,"13","14","Blue","S-DEC",NA,3,05:00:00,900,0,0,40,44,139,210,0.28,0.2,51,48,150,214,0,0,5,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Feb","2015","R_Women's Bantamweight_rank","14"
"Jessica Andrade","Marion Reneau",-270,248,37.03703704,248,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil","Brazil","0",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,85,0.38,0,0,0,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",167.64,172.72,135,0,3,0,75.25,0.6125,0.75,1.5,0.7175,3,1,9,0,0,1,1,0,1,0,3,"Orthodox",154.94,157.48,115,23,37,0,-2,-2,-2,1,-6,0,0,-1,12.7,15.24,-14,9.75,-0.75,-1.5,0,NA,"10","Red","SUB","Triangle Choke",1,01:54:00,114,1,0,6,6,15,16,0.4,0.37,8,9,21,20,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,"Sunday","Feb","2015","R_Women's Bantamweight_rank","10"
"Miesha Tate","Sara McMann",165,-175,165,57.14285714,2015-01-31,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,19.66666667,0.666666667,0,2.333333333,0.516666667,1,1,5,1,0,1,0,1,0,0,2,"Orthodox",167.64,167.64,135,0,2,0,32.25,0.49,1.25,1.5,0.285,2,2,12,1,0,0,2,0,0,0,2,"Orthodox",167.64,165.1,135,28,34,0,-1,-1,0,1,-7,0,1,0,0,2.54,-6,-12.58333333,-1.25,0.833333333,0,"3","2","Red","M-DEC",NA,3,05:00:00,900,0,1,23,34,60,105,0.38,0.32,75,44,115,118,0,1,0,2,0,0.5,2,0,4,4,1,0,TRUE,"Saturday","Jan","2015","R_Women's Bantamweight_rank","2"
"Raquel Pennington","Ashlee Evans-Smith",175,-190,175,52.63157895,2014-12-06,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",172.72,170.18,125,1,0,0,81,0.545,1.5,1.5,0.83,1,1,6,0,0,0,1,0,0,0,1,"Orthodox",170.18,170.18,135,26,27,1,0,-1,-1,1,-6,0,0,0,2.54,0,-1,-81,-1.5,-1.5,0,NA,"13","Red","SUB","Other - Choke",1,04:59:00,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Dec","2014","R_Women's Bantamweight_rank","13"
"Jessica Eye","Leslie Smith",-295,265,33.89830508,265,2014-11-15,"Mexico City, Distrito Federal, Mexico","Mexico","1",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,57.5,0.465,0,0,0,1,1,4,0,0,0,0,1,0,0,1,"Orthodox",175.26,167.64,135,2,0,0,56,0.365,0,0,0,0,2,6,0,0,0,0,0,0,0,0,"Orthodox",167.64,167.64,125,28,32,2,1,1,1,1,-2,0,1,0,7.62,0,-4,1.5,0,0,0,"13","6","Red","KO/TKO",NA,2,01:30:00,390,0,0,80,28,185,98,0.43,0.28,84,29,189,100,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Nov","2014","R_Women's Bantamweight_rank","6"
"Cat Zingano","Amanda Nunes",-215,195,46.51162791,195,2014-09-27,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,2,0,12,0.43,0,1.5,0.495,2,0,2,0,0,0,0,2,0,0,2,"Orthodox",172.72,175.26,145,0,1,0,35,0.83,1,1,1,1,0,3,0,0,0,0,1,0,0,1,"Southpaw",167.64,172.72,145,32,26,0,1,1,1,0,-1,0,1,0,5.08,2.54,6,-23,-1,0.5,0,"8","1","Red","KO/TKO","Punches",3,01:21:00,681,0,0,40,22,60,37,0.66,0.59,93,36,116,54,3,1,3,2,1,0.5,3,0,5,1,0,0,TRUE,"Saturday","Sep","2014","R_Women's Bantamweight_rank","1"
"Miesha Tate","Rin Nakai",-310,280,32.25806452,280,2014-09-20,"Saitama, Japan","Japan","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",154.94,152.4,135,0,1,0,24.66666667,0.496666667,1.666666667,1.666666667,0.296666667,1,2,9,1,0,0,1,0,0,0,1,"Orthodox",167.64,165.1,135,28,27,0,-1,-1,-1,2,-9,-1,0,0,-12.7,-12.7,1,-24.66666667,-1.666666667,-1.666666667,0,NA,"2","Red","U-DEC",NA,3,05:00:00,900,0,0,55,16,116,47,0.47,0.34,88,52,150,86,1,3,4,19,0.25,0.15,0,0,0,2,0,0,TRUE,"Saturday","Sep","2014","R_Women's Bantamweight_rank","2"
"Jessica Andrade","Larissa Pacheco",-110,100,90.90909091,100,2014-09-13,"Brasilia, Distrito Federal, Brazil","Brazil","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",170.18,175.26,135,0,2,0,94,0.553333333,0.333333333,1.666666667,0.623333333,2,1,8,0,0,1,1,0,0,0,2,"Orthodox",154.94,157.48,115,22,20,0,-2,-2,-2,1,-8,0,0,0,15.24,17.78,2,-94,-0.333333333,-1.666666667,0,NA,"10","Red","SUB","Guillotine Choke",1,04:33:00,273,0,0,19,6,24,13,0.79,0.46,44,11,52,18,1,0,1,1,1,0,2,0,6,0,0,0,TRUE,"Saturday","Sep","2014","R_Women's Bantamweight_rank","10"
"Bethe Correia","Shayna Baszler",-145,135,68.96551724,135,2014-08-30,"Sacramento, California, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",170.18,170.18,135,0,2,0,78,0.515,0,0.5,0.125,2,0,6,0,0,1,1,0,0,0,2,"Orthodox",165.1,162.56,135,31,34,0,-2,-2,-2,0,-6,0,0,0,5.08,7.62,-3,-78,0,-0.5,0,NA,"10","Red","KO/TKO","Punches",2,01:56:00,416,0,0,68,8,103,30,0.66,0.26,97,19,132,41,0,1,0,4,0,0.25,0,1,0,0,0,0,TRUE,"Saturday","Aug","2014","R_Women's Bantamweight_rank","10"
"Sara McMann","Lauren Murphy",-570,480,17.54385965,480,2014-08-16,"Bangor, Maine, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",170.18,170.18,125,1,0,0,10.5,0.765,0,1,0.5,1,1,2,1,0,0,0,1,0,0,1,"Orthodox",167.64,167.64,135,33,31,1,0,-1,-1,1,-2,-1,-1,0,2.54,2.54,2,-10.5,0,-1,0,NA,"4","Red","S-DEC",NA,3,05:00:00,900,0,0,38,48,80,83,0.47,0.57,64,193,112,236,5,0,9,0,0.55,0,0,0,3,0,0,0,TRUE,"Saturday","Aug","2014","R_Women's Bantamweight_rank","4"
"Jessamyn Duke","Leslie Smith",120,-130,120,76.92307692,2014-07-16,"Atlantic City, New Jersey, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,1,0,0,79,0.32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",175.26,167.64,135,1,0,0,88.5,0.535,1.5,1,0.33,1,1,6,0,0,0,1,0,0,0,1,"Orthodox",180.34,185.42,135,28,31,0,0,-1,-1,0,-3,0,0,0,-5.08,-17.78,-3,-9.5,-1.5,-1,0,NA,"14","Red","KO/TKO","Punch",1,02:24:00,144,0,1,16,36,36,59,0.44,0.61,16,36,36,59,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"Wednesday","Jul","2014","R_Women's Bantamweight_rank","14"
"Ronda Rousey","Alexis Davis",-900,700,11.11111111,700,2014-07-05,"Las Vegas, Nevada, USA","USA","1",TRUE,"Women's Bantamweight","FEMALE",5,0,3,0,49,0.45,1,1,0.553333333,3,0,9,0,0,1,2,0,0,0,3,"Orthodox",167.64,172.72,125,0,3,0,20.33333333,0.576666667,1.333333333,2.333333333,0.583333333,3,0,5,3,0,0,0,1,2,0,3,"Orthodox",170.18,172.72,135,27,29,0,0,0,0,0,4,-3,-1,-2,-2.54,0,-2,28.66666667,-0.333333333,-1.333333333,0,"2","0","Red","KO/TKO","Punches",1,00:16:00,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jul","2014","R_Women's Bantamweight_rank","0"
"Jessamyn Duke","Bethe Correia",-135,125,74.07407407,125,2014-04-26,"Baltimore, Maryland, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,65,0.55,0,1,0.25,1,0,3,0,0,1,0,0,0,0,1,"Orthodox",165.1,162.56,135,0,1,0,123,0.66,3,1,0.5,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",180.34,185.42,135,27,30,0,0,0,0,0,0,0,0,0,-15.24,-22.86,-3,-58,-3,0,0,"12","14","Blue","U-DEC",NA,3,05:00:00,900,0,0,54,91,130,186,0.41,0.48,70,118,148,216,1,0,6,0,0.16,0,0,0,0,1,0,2,TRUE,"Saturday","Apr","2014","R_Women's Bantamweight_rank","14"
"Miesha Tate","Liz Carmouche",-185,170,54.05405405,170,2014-04-19,"Orlando, Florida, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,1,0,0,32.33333333,0.586666667,0.666666667,1.333333333,0.666666667,1,2,6,1,0,0,0,1,0,0,1,"Orthodox",167.64,167.64,125,2,0,0,23.5,0.51,1.5,2,0.375,0,2,6,1,0,0,0,0,0,0,0,"Orthodox",167.64,165.1,135,27,30,1,0,1,1,0,0,0,1,0,0,2.54,-3,8.83333333,-0.833333333,-0.666666667,0,"7","3","Red","U-DEC",NA,3,05:00:00,900,0,0,27,18,57,34,0.47,0.52,82,75,124,95,1,5,7,7,0.14,0.71,2,0,3,1,0,0,TRUE,"Saturday","Apr","2014","R_Women's Bantamweight_rank","3"
"Sarah Kaufman","Leslie Smith",-265,245,37.73584906,245,2014-04-16,"Quebec City, Quebec, Canada","Canada","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",175.26,167.64,135,1,0,0,87,0.4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",165.1,170.18,135,28,31,1,0,0,0,1,-3,0,0,0,10.16,-2.54,-3,-87,0,0,0,NA,"5","Red","U-DEC",NA,3,05:00:00,900,0,0,202,79,370,243,0.54,0.32,232,100,403,265,1,0,1,5,1,0,0,0,1,0,0,0,FALSE,"Wednesday","Apr","2014","R_Women's Bantamweight_rank","5"
"Raquel Pennington","Jessica Andrade",230,-250,230,40,2014-03-15,"Dallas, Texas, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,108,0.625,0.5,1,0.75,1,1,5,0,0,0,1,0,0,0,1,"Orthodox",154.94,157.48,115,0,1,0,80,0.6,1,1,1,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",170.18,170.18,135,25,22,0,0,0,0,-1,2,0,0,0,-15.24,-12.7,3,28,-0.5,0,0,"9","13","Blue","S-DEC",NA,3,05:00:00,900,0,0,82,66,167,158,0.49,0.41,87,90,172,185,2,3,3,8,0.66,0.37,2,0,0,3,0,0,TRUE,"Saturday","Mar","2014","R_Women's Bantamweight_rank","13"
"Ronda Rousey","Sara McMann",-360,325,27.77777778,325,2014-02-22,"Las Vegas, Nevada, USA","USA","1",TRUE,"Women's Bantamweight","FEMALE",5,0,1,0,8,0.88,0,2,1,1,0,1,0,0,0,0,1,0,0,1,"Orthodox",167.64,167.64,135,0,2,0,23.5,0.565,2,3.5,0.875,2,0,4,2,0,0,0,0,2,0,2,"Orthodox",170.18,172.72,135,27,33,0,-1,-1,-1,0,-3,-2,1,-2,-2.54,-5.08,-6,-15.5,-2,-1.5,0,"4","0","Red","KO/TKO","Knee",1,01:06:00,66,1,0,14,13,23,20,0.6,0.65,21,14,30,21,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Feb","2014","R_Women's Bantamweight_rank","0"
"Alexis Davis","Jessica Eye",-150,140,66.66666667,140,2014-02-22,"Las Vegas, Nevada, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,1,0,0,65,0.31,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",167.64,167.64,125,0,2,0,47,0.445,1.5,0.5,0.5,2,0,6,0,0,0,2,0,0,0,2,"Orthodox",167.64,172.72,125,29,27,-1,-2,-2,-2,-1,-3,0,0,0,0,-5.08,2,18,-1.5,-0.5,0,"5","3","Red","S-DEC",NA,3,05:00:00,900,0,0,53,47,113,111,0.46,0.42,112,69,175,135,2,0,3,0,0.66,0,0,0,2,0,0,0,TRUE,"Saturday","Feb","2014","R_Women's Bantamweight_rank","3"
"Ronda Rousey","Miesha Tate",-680,555,14.70588235,555,2013-12-28,"Las Vegas, Nevada, USA","USA","1",TRUE,"Women's Bantamweight","FEMALE",5,1,0,0,23,0.54,3,3,0.42,0,1,3,0,0,0,0,0,0,0,0,"Orthodox",167.64,165.1,135,0,1,0,7,0.5,1,1,1,1,0,1,1,0,0,0,0,1,0,1,"Orthodox",170.18,172.72,135,26,27,-1,-1,-1,-1,-1,2,-1,0,-1,-2.54,-7.62,-1,16,2,2,0,"2","0","Red","SUB","Armbar",3,00:58:00,658,0,0,40,24,63,50,0.63,0.48,134,28,161,54,6,1,8,3,0.75,0.33,3,0,3,0,0,1,TRUE,"Saturday","Dec","2013","R_Women's Bantamweight_rank","0"
"Liz Carmouche","Alexis Davis",-190,165,52.63157895,165,2013-11-06,"Fort Campbell, Kentucky, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,44,0.6,3,0,0,1,0,3,0,0,0,1,0,0,0,1,"Orthodox",167.64,172.72,125,0,1,0,27,0.63,1,1.5,0.5,1,1,3,1,0,0,0,1,0,0,1,"Orthodox",167.64,167.64,125,29,29,0,0,0,0,1,0,-1,-1,0,0,5.08,0,17,2,-1.5,0,"6","4","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Wednesday","Nov","2013","R_Women's Bantamweight_rank","4"
"Amanda Nunes","Germaine de Randamie",115,-125,115,80,2013-11-06,"Fort Campbell, Kentucky, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,1,0,50,0.6,0,0,0,1,0,3,0,0,1,0,0,0,0,1,"Orthodox",175.26,180.34,135,0,1,0,10,0.62,0,2,0.66,1,0,1,0,0,0,0,1,0,0,1,"Orthodox",172.72,175.26,145,25,29,0,0,0,0,0,2,0,-1,0,2.54,5.08,-4,40,0,-2,0,"9","8","Red","KO/TKO","Elbows",1,03:56:00,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Wednesday","Nov","2013","R_Women's Bantamweight_rank","8"
"Amanda Nunes","Sheila Gaff",-195,180,51.28205128,180,2013-08-03,"Rio de Janeiro, Brazil","Brazil","1",FALSE,"Women's Bantamweight","FEMALE",3,1,0,0,7,0.58,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Orthodox",165.1,157.48,135,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",172.72,175.26,145,25,23,-1,0,0,0,-1,1,0,0,0,-7.62,-17.78,2,7,0,0,0,"10","7","Red","KO/TKO","Elbows",1,02:08:00,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Aug","2013","R_Women's Bantamweight_rank","7"
"Liz Carmouche","Jessica Andrade",-500,435,20,435,2013-07-27,"Seattle, Washington, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",154.94,157.48,115,1,0,0,4,0.66,1,0,0,0,1,1,1,0,0,0,0,0,0,0,"Orthodox",167.64,167.64,125,29,21,1,0,0,0,1,-1,-1,0,0,-12.7,-10.16,8,-4,-1,0,0,NA,"5","Red","KO/TKO","Punches",2,03:57:00,537,0,0,50,10,83,15,0.6,0.66,114,14,166,20,3,1,3,1,1,1,1,1,8,0,0,0,TRUE,"Saturday","Jul","2013","R_Women's Bantamweight_rank","5"
"Julie Kedzie","Germaine de Randamie",170,-185,170,54.05405405,2013-07-27,"Seattle, Washington, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",175.26,180.34,135,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",165.1,162.56,135,32,29,0,0,0,0,0,0,0,0,0,10.16,17.78,3,0,0,0,0,"10","8","Red","S-DEC",NA,3,05:00:00,900,0,0,28,50,76,82,0.36,0.6,73,82,127,115,2,0,9,0,0.22,0,0,0,1,0,0,0,TRUE,"Saturday","Jul","2013","R_Women's Bantamweight_rank","8"
"Alexis Davis","Rosi Sexton",-500,435,20,435,2013-06-15,"Winnipeg, Manitoba, Canada","Canada","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",160.02,160.02,135,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",167.64,172.72,125,28,35,0,0,0,0,0,0,0,0,0,-7.62,-12.7,-7,0,0,0,0,NA,"6","Red","U-DEC",NA,3,05:00:00,900,0,0,44,34,73,61,0.6,0.55,161,115,223,158,0,1,3,2,0,0.5,3,0,2,1,2,1,TRUE,"Saturday","Jun","2013","R_Women's Bantamweight_rank","6"
"Sara McMann","Sheila Gaff",-570,480,17.54385965,480,2013-04-27,"Newark, New Jersey, USA","USA","1",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",165.1,157.48,135,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",167.64,167.64,135,32,23,0,0,0,0,0,0,0,0,0,-2.54,-10.16,9,0,0,0,0,"9","6","Red","KO/TKO","Punches",1,04:06:00,246,0,0,8,7,9,12,0.88,0.58,72,15,73,20,2,0,2,0,1,0,0,0,1,0,0,0,TRUE,"Saturday","Apr","2013","R_Women's Bantamweight_rank","6"
"Miesha Tate","Cat Zingano",105,-115,105,86.95652174,2013-04-13,"Las Vegas, Nevada, USA","USA","0",FALSE,"Women's Bantamweight","FEMALE",3,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Southpaw",167.64,172.72,145,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,"Orthodox",167.64,165.1,135,26,30,0,0,0,0,0,0,0,0,0,0,7.62,-4,0,0,0,0,"4","1","Red","KO/TKO","Knees",3,02:55:00,775,0,0,23,35,42,42,0.54,0.83,54,107,80,120,3,1,7,1,0.42,1,3,1,5,4,0,2,TRUE,"Saturday","Apr","2013","R_Women's Bantamweight_rank","1"
"Marina Rodriguez","Amanda Ribas",250,-335,250,29.85074627,2021-01-23,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Women's Strawweight","FEMALE",3,0,4,0,4.71,0.45,1.9,2.28,0.54,4,0,9,0,0,0,2,0,2,0,4,"Orthodox",160.02,167.64,125,1,0,2,5.04,0.5,0.2,0.38,0.33,2,1,16,0,0,0,2,1,0,0,3,"Orthodox",167.64,165.1,115,33,27,-1,4,2,1,-1,-7,0,-1,2,-7.62,2.54,-6,-0.33,1.7,1.9,0,"Marina Rodriguez","Amanda Ribas",NA,NA,"Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Jan","2021","R_Heavyweight_rank","8"
"Alexander Volkov","Walt Harris",-190,150,52.63157895,150,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",FALSE,"Heavyweight","MALE",3,1,0,0,2.97,0.39,0.2,0.32,0.33,3,7,24,0,0,0,0,6,0,0,6,"Southpaw",195.58,195.58,250,1,0,0,4.65,0.58,0.2,0.72,0.7,4,2,24,0,0,1,2,2,0,0,5,"Orthodox",200.66,203.2,250,32,37,0,0,-1,1,5,0,0,4,0,-5.08,-7.62,5,-1.68,0,-0.4,1,"10","7","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2020","R_Heavyweight_rank","7"
"Alistair Overeem","Augusto Sakai",-159,130,62.89308176,130,2020-09-05,"Las Vegas, Nevada, USA","USA","1",FALSE,"Heavyweight","MALE",5,0,4,0,5.45,0.46,0,0.19,0.5,4,0,10,0,0,2,0,2,0,0,4,"Orthodox",190.5,195.58,265,0,1,0,3.66,0.63,0.9,1.4,0.54,11,15,78,3,1,0,4,19,8,0,32,"Orthodox",193.04,203.2,265,40,29,0,3,-7,-28,-15,-68,-3,-17,-8,-2.54,-7.62,-11,1.79,-0.9,-1.21,1,"9","6","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2020","R_Heavyweight_rank","6"
"Stipe Miocic","Daniel Cormier",-106,-112,94.33962264,89.28571429,2020-08-15,"Las Vegas, Nevada, USA","USA","1",TRUE,"Heavyweight","MALE",5,1,0,0,4.25,0.52,0.5,1.95,0.44,12,2,58,10,0,1,6,8,4,0,19,"Orthodox",180.34,182.88,235,0,1,0,4.95,0.52,0,2.2,0.37,6,3,39,6,0,0,4,9,0,0,13,"Orthodox",193.04,203.2,240,37,41,1,-1,6,6,-1,19,4,-1,4,-12.7,-20.32,4,-0.7,0.5,-0.25,1,"1","0","Red","U-DEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Aug","2020","R_Heavyweight_rank","0"
"Junior Dos Santos","Jairzinho Rozenstruik",115,-143,115,69.93006993,2020-08-15,"Las Vegas, Nevada, USA","USA","0",FALSE,"Heavyweight","MALE",3,1,0,0,3.84,0.48,0,0,0,4,1,10,0,0,0,0,4,0,0,4,"Orthodox",193.04,198.12,242,2,0,0,4.66,0.48,0.1,0.33,0.55,9,6,54,5,0,0,5,10,0,0,15,"Orthodox",193.04,195.58,238,36,32,-1,0,-5,-11,-5,-44,-5,-6,0,0,2.54,-4,-0.82,-0.1,-0.33,1,"6","5","Red","KO/TKO","Punch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Aug","2020","R_Heavyweight_rank","5"
